,FIPS,state2,cdid116,inputstate,birthyr,cces.year,countyfips,dem,educ,educ.int,gender,hispanic,ideo5,newsint,partydefender,perceive_extreme,perceive_extreme_very,party,pid,pid3,pid7,polint,progressive,race,reformer,reformer_local,rep,RCO321,RCO321_a,RCO321_dk,RCO321_dm,RCO321_na,RCO321_np,RCO321_p,RCO321_pref,RCO322,RCO322_a,RCO322_dk,RCO322_dm,RCO322_na,RCO322_np,RCO322_p,RCO322_pref,RCO323,RCO323_a,RCO323_dk,RCO323_dm,RCO323_na,RCO323_np,RCO323_p,RCO323_pref,RCO324,RCO324_a,RCO324_dk,RCO324_dm,RCO324_na,RCO324_np,RCO324_p,RCO324_pref,RCO325,RCO325_a,RCO325_dk,RCO325_dm,RCO325_na,RCO325_np,RCO325_p,RCO325_pref,RCO326,RCO326_a,RCO326_dk,RCO326_dm,RCO326_na,RCO326_np,RCO326_p,RCO326_pref,RCO327,RCO327_a,RCO327_dk,RCO327_dm,RCO327_na,RCO327_np,RCO327_p,RCO327_pref,states_p_sb,states_p_sheriff,states_p_da,states_a_da,X2018_GovFlip,X2018_LegFlip,X2018_SenFlip,X2018_HouseFlip,X2018Pre_RepubGovControl,X2018Pre_DemTriControl,X2018Pre_RepTriControl,biden2020,trump2020,state,state_po,county,avg_d_voteshare2party,avg_r_voteshare2party,Pres_Vote
1335,38101,ND,1,North Dakota,1975,2018,38101,0,4-year,4,Male,No,Moderate,Most of the time,0,0,0,NA,Republican,Not sure,Lean Republican,4,0,White,7,5,0,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,NA,NA,NA,NA,1,NA,NA,31.9,65.5,North Dakota,ND,Ward,23.7541936,76.2458064,Solid Republican
1336,39005,OH,7,Ohio,1956,2018,39005,1,High school graduate,1,Male,No,Liberal,Most of the time,0,1,0,Dem,Democrat,Democrat,Strong Democrat,4,0,White,7,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,33.2,65.3,Ohio,OH,Ashland,24.70623682,75.29376318,Solid Republican
1338,39007,OH,14,Ohio,1957,2020,39007,0,No HS,1,Male,No,Conservative,Hardly at all,1,1,1,Rep,Republican,Republican,Not very strong Republican,1,0,White,3,2,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,I'm not sure,0,1,0,1,0,0,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,I don't think it matters,0,0,1,1,0,0,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,44.9,53.9,Ohio,OH,Ashtabula,40.04884947,59.95115053,Lean Republican
1340,39009,OH,15,Ohio,1972,2018,39009,0,4-year,4,Male,No,Conservative,Most of the time,5,1,1,Rep,Republican,Republican,Strong Republican,4,0,White,2,2,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,42.2,56.3,Ohio,OH,Athens,59.04631366,40.95368634,Lean Democrat
1341,39009,OH,15,Ohio,1990,2020,39009,0,Some college,2,Male,No,Conservative,Only now and then,6,0,0,NA,Democrat,Not sure,Lean Democrat,2,0,White,1,0,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,42.2,56.3,Ohio,OH,Athens,59.04631366,40.95368634,Lean Democrat
1342,39013,OH,6,Ohio,1962,2020,39013,1,Some college,2,Female,No,Not sure,Some of the time,5,0,0,Dem,Democrat,Democrat,Not very strong Democrat,3,0,White,2,2,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,26.5,72.2,Ohio,OH,Belmont,29.38815107,70.61184893,Solid Republican
1343,39013,OH,6,Ohio,1966,2020,39013,0,Post-grad,5,Male,No,Very conservative,Most of the time,7,1,1,Rep,Republican,Republican,Not very strong Republican,4,0,White,0,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,26.5,72.2,Ohio,OH,Belmont,29.38815107,70.61184893,Solid Republican
1344,39017,OH,8,Ohio,1961,2020,39017,0,High school graduate,1,Female,No,Moderate,Most of the time,0,0,0,Rep,Republican,Republican,Not very strong Republican,4,0,White,7,5,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,32.5,66,Ohio,OH,Butler,35.40798705,64.59201295,Lean Republican
1345,39017,OH,8,Ohio,1970,2020,39017,1,4-year,4,Female,No,Moderate,Most of the time,0,1,1,Dem,Democrat,Democrat,Not very strong Democrat,4,0,White,7,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,32.5,66,Ohio,OH,Butler,35.40798705,64.59201295,Lean Republican
1346,39023,OH,8,Ohio,1948,2018,39023,0,4-year,4,Male,No,Very conservative,Most of the time,7,0,0,Ind,Republican,Independent,Lean Republican,4,0,White,0,0,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,32.5,66,Ohio,OH,Clark,39.85444108,60.14555892,Lean Republican
1348,39025,OH,2,Ohio,1950,2020,39025,0,High school graduate,1,Female,No,Very conservative,Most of the time,1,1,1,Rep,Republican,Republican,Strong Republican,4,0,White,6,5,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,42.9,55.6,Ohio,OH,Clermont,28.3499411,71.6500589,Solid Republican
1349,39025,OH,2,Ohio,1947,2018,39025,1,Some college,2,Female,No,Liberal,Most of the time,1,1,1,Dem,Democrat,Democrat,Strong Democrat,4,0,White,6,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,42.9,55.6,Ohio,OH,Clermont,28.3499411,71.6500589,Solid Republican
1350,39025,OH,2,Ohio,1944,2018,39025,1,High school graduate,1,Male,No,Liberal,Most of the time,4,1,0,Dem,Democrat,Democrat,Not very strong Democrat,4,0,White,3,3,0,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,42.9,55.6,Ohio,OH,Clermont,28.3499411,71.6500589,Solid Republican
1352,39035,OH,11,Ohio,1958,2018,39035,1,Some college,2,Female,No,Moderate,Some of the time,0,0,0,Dem,Democrat,Democrat,Strong Democrat,3,0,Black,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,0,1,1,0,0,NA,NA,NA,1,NA,NA,79.8,19.2,Ohio,OH,Cuyahoga,68.37481673,31.62518327,Solid Democrat
1354,39035,OH,16,Ohio,1959,2018,39035,0,Some college,2,Female,No,Moderate,Most of the time,7,0,0,Rep,Republican,Republican,Strong Republican,4,0,White,0,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,42.2,56.5,Ohio,OH,Cuyahoga,68.37481673,31.62518327,Solid Democrat
1355,39035,OH,11,Ohio,1953,2018,39035,1,4-year,4,Male,No,Very liberal,Most of the time,1,1,1,Dem,Democrat,Democrat,Strong Democrat,4,0,White,6,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,79.8,19.2,Ohio,OH,Cuyahoga,68.37481673,31.62518327,Solid Democrat
1359,39049,OH,15,Ohio,1954,2020,39049,0,Post-grad,5,Female,No,Conservative,Some of the time,7,1,0,Rep,Republican,Republican,Not very strong Republican,3,0,White,0,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,42.2,56.3,Ohio,OH,Franklin,63.79282472,36.20717528,Lean Democrat
1360,39049,OH,3,Ohio,1992,2018,39049,1,High school graduate,1,Male,No,Not sure,Some of the time,7,0,0,Dem,Democrat,Democrat,Not very strong Democrat,3,0,White,0,0,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,70,28.4,Ohio,OH,Franklin,63.79282472,36.20717528,Lean Democrat
1362,39049,OH,3,Ohio,1970,2020,39049,0,High school graduate,1,Female,No,Very conservative,Most of the time,5,1,1,Rep,Republican,Republican,Strong Republican,4,0,White,2,2,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,70,28.4,Ohio,OH,Franklin,63.79282472,36.20717528,Lean Democrat
1363,39049,OH,12,Ohio,1960,2020,39049,1,Some college,2,Female,No,Liberal,Most of the time,1,1,1,Dem,Democrat,Democrat,Strong Democrat,4,0,White,6,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,46.3,52.2,Ohio,OH,Franklin,63.79282472,36.20717528,Lean Democrat
1364,39049,OH,15,Ohio,1942,2020,39049,0,High school graduate,1,Male,No,Very conservative,Most of the time,2,1,1,Rep,Republican,Republican,Strong Republican,4,0,White,5,3,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,42.2,56.3,Ohio,OH,Franklin,63.79282472,36.20717528,Lean Democrat
1365,39049,OH,15,Ohio,1991,2020,39049,0,4-year,4,Male,No,Moderate,Most of the time,0,0,0,Ind,Republican,Independent,Lean Republican,4,0,White,0,0,0,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,42.2,56.3,Ohio,OH,Franklin,63.79282472,36.20717528,Lean Democrat
1366,39049,OH,12,Ohio,1930,2018,39049,0,4-year,4,Male,No,Conservative,Most of the time,0,1,0,Rep,Republican,Republican,Not very strong Republican,4,0,White,5,3,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,I'm not sure,0,1,0,1,0,0,0,I don't think it matters,0,0,1,1,0,0,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,46.3,52.2,Ohio,OH,Franklin,63.79282472,36.20717528,Lean Democrat
1368,39057,OH,10,Ohio,1956,2020,39057,1,High school graduate,1,Female,No,Very liberal,Most of the time,0,1,1,Dem,Democrat,Democrat,Strong Democrat,4,0,Two or more races,6,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,I'm not sure,0,1,0,1,0,0,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,47,51.4,Ohio,OH,Greene,37.35400023,62.64599977,Lean Republican
